Point Départ,KNN,TWO_OPT,Amélioration (%)
Croix,118.13,91.65,22.42
Morangis,118.13,91.65,22.42
La Celle-Saint-Cloud,119.83,93.13,22.28
Bougival,118.55,92.58,21.91
Port-Louis,119.51,93.68,21.61
Saint-Égrève,118.12,92.9,21.35
Fontenay-sous-Bois,118.37,93.16,21.3
Blagnac,118.44,93.35,21.19
Nîmes,117.74,92.84,21.15
Franconville,117.74,92.84,21.15
Épinay-sous-Sénart,117.74,92.84,21.15
Garges-lès-Gonesse,117.89,93.04,21.08
Les Clayes-sous-Bois,117.79,93.0,21.05
Bayeux,117.8,93.0,21.05
Chalon-sur-Saône,117.79,93.0,21.05
Fontaines-sur-Saône,117.79,93.0,21.05
Beauzelle,117.59,93.01,20.9
Noyelles-sous-Lens,117.59,93.01,20.9
Mouvaux,117.59,93.01,20.9
Gaillard,117.79,93.18,20.9
Houilles,117.59,93.01,20.9
Villeneuve-le-Roi,118.23,93.56,20.87
Charleville-Mézières,117.77,93.24,20.82
Sartrouville,119.26,94.43,20.82
Cormeilles-en-Parisis,117.77,93.24,20.82
Sarcelles,117.72,93.26,20.78
Aucamville,117.72,93.26,20.78
Pierrefitte-sur-Seine,117.72,93.26,20.78
Roissy-en-Brie,118.46,94.08,20.58
Mérignac,117.8,93.56,20.57
Kingersheim,118.55,94.19,20.55
Villeurbanne,118.3,94.01,20.53
Fosses,117.8,93.62,20.53
Vincennes,117.8,93.62,20.53
Montlhéry,117.89,93.71,20.52
Les Sables-d’Olonne,118.25,93.99,20.51
Sevran,117.77,93.66,20.47
Saint-Pol-sur-Mer,117.74,93.66,20.45
Pau,117.7,93.64,20.44
Arcueil,116.97,93.06,20.44
Bures-sur-Yvette,116.97,93.06,20.44
Boulogne-sur-Mer,116.97,93.06,20.44
Rosny-sous-Bois,117.7,93.64,20.44
Bois-Guillaume,116.97,93.06,20.44
Le Ban-Saint-Martin,116.97,93.06,20.44
Strasbourg,117.36,93.4,20.41
Bischheim,117.36,93.4,20.41
Jouy-le-Moutier,117.36,93.4,20.41
Courchelettes,117.36,93.4,20.41
Bobigny,117.66,93.66,20.4
Andrésy,117.66,93.66,20.4
Leers,117.66,93.66,20.4
Sceaux,118.39,94.25,20.39
Saint-Jean,117.8,93.93,20.26
Chanteloup-les-Vignes,118.47,94.47,20.26
Charenton-le-Pont,117.8,93.93,20.26
Aubervilliers,117.8,93.93,20.26
Le Petit-Quevilly,117.8,93.93,20.26
Menton,117.8,93.97,20.23
Anzin,117.8,93.97,20.23
Beauchamp,118.1,94.3,20.16
Montigny-lès-Metz,117.75,94.03,20.15
Le Grand-Quevilly,117.75,94.03,20.15
Sochaux,118.26,94.43,20.15
Petite-Synthe,118.26,94.43,20.15
Méricourt,118.28,94.46,20.14
Jarville-la-Malgrange,117.61,93.94,20.12
Rodez,117.61,93.94,20.12
Saint-Nicolas,118.0,94.28,20.1
Vannes,118.0,94.28,20.1
Malakoff,117.77,94.11,20.09
Égly,119.18,95.24,20.09
Les Mureaux,117.77,94.11,20.09
Bry-sur-Marne,119.18,95.24,20.09
Béthune,117.77,94.11,20.09
Bordeaux,117.64,94.11,20.0
Nogent-sur-Oise,117.55,94.05,19.98
Chartres,117.34,93.96,19.93
Vaulx-en-Velin,117.34,93.96,19.93
Trappes,117.34,93.96,19.93
Moulins,117.34,93.96,19.93
L’Arbresle,117.34,93.96,19.93
Cugnaux,118.08,94.57,19.92
Évry,116.54,93.34,19.91
Riedisheim,116.54,93.34,19.91
Maisons-Laffitte,116.54,93.34,19.91
Hellemmes-Lille,116.5,93.31,19.9
Saint-Brice-sous-Forêt,116.5,93.31,19.9
Lys-lès-Lannoy,118.32,94.78,19.89
Cherbourg,116.81,93.59,19.88
Rive-de-Gier,116.81,93.59,19.88
Le Plessis-Trévise,116.81,93.59,19.88
Besançon,118.62,95.16,19.78
L’Isle-d’Abeau,118.62,95.16,19.78
Cran-Gévrier,118.25,94.89,19.75
Fort-Mardyck,118.25,94.89,19.75
Neuves-Maisons,117.34,94.18,19.74
La Salvetat-Saint-Gilles,117.34,94.18,19.74
Yvetot,117.34,94.18,19.74
Grigny,117.34,94.18,19.74
Lognes,117.76,94.53,19.73
Pérenchies,118.48,95.11,19.73
Saint-Gratien,118.48,95.11,19.73
Tourcoing,117.66,94.46,19.72
Neuilly-Plaisance,117.66,94.46,19.72
Draveil,116.23,93.34,19.7
Villeneuve-la-Garenne,116.23,93.34,19.7
Menucourt,116.23,93.34,19.7
Saint-Alban,118.06,94.87,19.64
La Penne-sur-Huveaune,118.23,95.02,19.63
Lyon,118.3,95.16,19.56
Champigny-sur-Marne,116.98,94.11,19.55
Crosne,116.98,94.11,19.55
Wattrelos,116.98,94.11,19.55
Montigny-en-Gohelle,116.94,94.1,19.54
Dijon,116.94,94.1,19.54
Souffelweyersheim,116.94,94.1,19.54
Palaiseau,117.77,94.84,19.47
Ronchin,117.61,94.73,19.45
Éleu-dit-Leauwette,117.4,94.59,19.43
Le Pecq,117.4,94.59,19.43
Saint-Germain-lès-Arpajon,117.77,94.88,19.43
Jacou,117.4,94.59,19.43
Audincourt,117.97,95.06,19.42
Thonon-les-Bains,117.83,94.95,19.42
Châtillon,117.97,95.06,19.42
Bellevue,117.79,94.94,19.41
Évreux,117.79,94.94,19.41
Boulogne-Billancourt,118.21,95.26,19.41
La Mulatière,118.21,95.26,19.41
Massy,118.21,95.26,19.41
Montigny-lès-Cormeilles,117.56,94.74,19.41
Roanne,117.56,94.74,19.41
Brétigny-sur-Orge,117.56,94.74,19.41
Talant,117.79,94.94,19.41
Champagne-au-Mont-d’Or,117.56,94.74,19.41
Maromme,118.21,95.26,19.41
Élancourt,114.95,92.65,19.4
Le Kremlin-Bicêtre,114.95,92.65,19.4
Montigny-le-Bretonneux,114.95,92.65,19.4
Viry-Châtillon,114.95,92.65,19.4
Versailles,114.95,92.65,19.4
Saint-Cyr-l’École,114.95,92.65,19.4
Maisons-Alfort,114.95,92.65,19.4
Bondy,114.95,92.65,19.4
Amiens,114.95,92.65,19.4
Liancourt,114.95,92.65,19.4
Metz,117.82,94.97,19.39
Évian-les-Bains,117.82,94.97,19.39
Alençon,117.82,94.97,19.39
Octeville,117.82,94.97,19.39
Neuville-en-Ferrain,117.82,94.97,19.39
Chilly-Mazarin,117.94,95.12,19.35
Bois-Colombes,117.77,94.99,19.34
Neuville-Saint-Rémy,116.83,94.28,19.3
Bihorel,116.83,94.28,19.3
Cenon,116.83,94.28,19.3
Deuil-la-Barre,116.83,94.28,19.3
Soisy-sous-Montmorency,116.83,94.28,19.3
Sète,116.84,94.3,19.29
Toufflers,116.84,94.3,19.29
Avesnes-sur-Helpe,116.84,94.3,19.29
Perpignan,116.84,94.3,19.29
Enghien-les-Bains,116.83,94.3,19.28
Juvisy-sur-Orge,116.83,94.3,19.28
Terville,116.83,94.3,19.28
Neauphle-le-Château,116.83,94.3,19.28
Arnouville-lès-Gonesse,116.83,94.3,19.28
Saint-Leu-la-Forêt,116.83,94.3,19.28
Illzach,117.79,95.08,19.27
Brunoy,117.79,95.08,19.27
L’Île-Saint-Denis,117.79,95.08,19.27
Garches,114.88,92.94,19.1
Villerupt,114.88,92.94,19.1
Creil,114.88,92.94,19.1
Échirolles,114.88,92.94,19.1
Villers-lès-Nancy,117.81,95.31,19.1
La Ville-du-Bois,114.88,92.94,19.1
Écully,114.88,92.94,19.1
Sainte-Foy-la-Grande,114.88,92.94,19.1
Carrières-sur-Seine,114.88,92.94,19.1
Stains,114.88,92.94,19.1
Marly,117.81,95.34,19.07
Thorigny-sur-Marne,116.5,94.28,19.07
Annemasse,117.81,95.34,19.07
Haubourdin,116.5,94.28,19.07
Les Pavillons-sous-Bois,117.83,95.36,19.07
Melun,116.5,94.28,19.07
Aulnay-sous-Bois,116.5,94.28,19.07
Magnanville,116.5,94.28,19.07
Mont-Saint-Aignan,116.5,94.28,19.07
Courcelles-les-Lens,116.5,94.28,19.07
Meaux,116.5,94.28,19.07
Villefranche-sur-Saône,117.81,95.34,19.07
Le Mesnil-Esnard,117.78,95.34,19.05
Villiers-sur-Orge,117.14,94.87,19.01
Colombes,117.14,94.87,19.01
Reims,117.14,94.87,19.01
Grenoble,117.14,94.87,19.01
Saint-Max,117.14,94.87,19.01
Rueil-Malmaison,117.14,94.87,19.01
Vélizy-Villacoublay,117.31,95.03,18.99
Sainte-Geneviève-des-Bois,117.31,95.03,18.99
Noisy-le-Grand,117.31,95.03,18.99
Thiais,117.31,95.03,18.99
Épinay-sur-Seine,114.94,93.2,18.92
Jacob-Bellecombette,114.94,93.2,18.92
Combs-la-Ville,114.94,93.2,18.92
Villeneuve-Saint-Georges,114.94,93.2,18.92
Alès,114.94,93.2,18.92
Sucy-en-Brie,114.94,93.2,18.92
Le Pont-de-Claix,114.94,93.2,18.92
Épinay-sur-Orge,116.81,94.74,18.89
Ézanville,116.81,94.74,18.89
Plaisir,117.49,95.33,18.86
Pontoise,114.89,93.27,18.82
Troyes,114.89,93.27,18.82
Montrouge,114.89,93.27,18.82
Éragny,114.89,93.27,18.82
Viroflay,114.89,93.27,18.82
Fontaine-lès-Dijon,114.89,93.27,18.82
Vernouillet,114.89,93.27,18.82
Marquette-lès-Lille,114.89,93.27,18.82
Valenciennes,116.83,94.91,18.76
Cesson,116.83,94.91,18.76
Taverny,116.83,94.91,18.76
Nice,116.83,94.91,18.76
Beaulieu-sur-Mer,116.83,94.91,18.76
Suresnes,116.83,94.91,18.76
Grenay,116.83,94.91,18.76
Cluses,116.82,94.91,18.75
Avranches,116.82,94.91,18.75
Tomblaine,116.82,94.91,18.75
Dieppe,114.48,93.03,18.74
Francheville,114.48,93.03,18.74
Le Relecq-Kerhuon,114.48,93.03,18.74
Chenôve,114.48,93.03,18.74
Roubaix,114.48,93.03,18.74
Lingolsheim,114.48,93.03,18.74
Mantes-la-Ville,114.48,93.03,18.74
Mons-en-Baroeul,114.48,93.03,18.74
Tassin-la-Demi-Lune,114.48,93.03,18.74
Vesoul,114.48,93.03,18.74
La Garenne-Colombes,114.71,93.26,18.7
Terrenoire,114.71,93.26,18.7
Bourg-la-Reine,114.71,93.26,18.7
Guyancourt,114.71,93.26,18.7
Hendaye,114.71,93.26,18.7
Longeville-lès-Metz,114.71,93.26,18.7
Ferney-Voltaire,118.41,96.31,18.67
Joinville-le-Pont,117.67,95.74,18.64
Le Blanc-Mesnil,117.67,95.74,18.64
Huningue,117.67,95.74,18.64
Le Vésinet,116.54,94.85,18.61
Stiring-Wendel,116.54,94.85,18.61
Chevilly-Larue,116.54,94.85,18.61
Saint-Quentin,116.54,94.85,18.61
Sainte-Foy-lès-Lyon,116.54,94.85,18.61
Guingamp,116.54,94.85,18.61
Châlons-en-Champagne,116.54,94.85,18.61
Pont-de-Chéruy,116.54,94.85,18.61
Villeparisis,116.54,94.85,18.61
Montreuil,116.54,94.85,18.61
Denain,116.6,94.93,18.59
Loos,116.6,94.93,18.59
Caluire-et-Cuire,116.6,94.93,18.59
Poissy,116.6,94.93,18.59
Mulhouse,116.6,94.93,18.59
Bouffémont,112.87,91.91,18.58
Villeneuve-Tolosane,116.59,94.93,18.58
Cognin,116.49,94.85,18.58
Castanet-Tolosan,116.59,94.93,18.58
Vitry-sur-Seine,116.49,94.85,18.58
Rouen,112.87,91.91,18.58
Champs-Sur-Marne,116.49,94.85,18.58
Le Mans,112.87,91.91,18.58
La Tour-du-Pin,116.49,94.85,18.58
Clamart,116.49,94.85,18.58
Romainville,116.59,94.93,18.58
Oignies,112.87,91.91,18.58
Fontaine,116.59,94.93,18.58
Bourg-en-Bresse,116.68,95.01,18.57
Talence,116.68,95.01,18.57
Serris,116.68,95.01,18.57
Goussainville,116.68,95.01,18.57
Limeil-Brévannes,116.68,95.01,18.57
Courcouronnes,116.68,95.01,18.57
Montmorency,116.68,95.01,18.57
Nancy,117.94,96.13,18.49
Saint-Sébastien-sur-Loire,114.45,93.34,18.44
Fresnes,114.45,93.34,18.44
La Courneuve,114.45,93.34,18.44
Le Cannet,114.45,93.34,18.44
Ormesson-sur-Marne,114.45,93.34,18.44
Montévrain,114.45,93.34,18.44
Ablon-sur-Seine,114.45,93.34,18.44
Auray,114.45,93.34,18.44
Neuilly-sur-Marne,114.45,93.34,18.44
Pfastatt,116.19,94.84,18.37
Rennes,116.19,94.84,18.37
Barby,116.19,94.84,18.37
Outreau,116.2,94.87,18.35
Dugny,116.2,94.87,18.35
Ambilly,116.2,94.87,18.35
Bagnolet,116.2,94.87,18.35
Chelles,116.2,94.87,18.35
Levallois-Perret,116.2,94.87,18.35
Maurepas,114.84,93.82,18.31
Lourches,114.84,93.82,18.31
Crégy-lès-Meaux,114.84,93.82,18.31
Choisy-le-Roi,114.84,93.82,18.31
Colomiers,114.84,93.82,18.31
Dunkerque,118.62,96.92,18.29
Saint-Aubin-lès-Elbeuf,117.56,96.09,18.26
Anglet,117.56,96.09,18.26
Saint-Cloud,114.89,93.99,18.19
Savigny-sur-Orge,114.89,93.99,18.19
Talange,114.89,93.99,18.19
Halluin,114.89,93.99,18.19
Clermont-Ferrand,112.31,91.89,18.18
Montluçon,112.31,91.89,18.18
Tournefeuille,112.31,91.89,18.18
Ville-d’Avray,112.31,91.89,18.18
Morsang-sur-Orge,117.77,96.41,18.13
Calais,116.86,95.68,18.12
Bois-d’Arcy,116.86,95.68,18.12
Noisiel,116.86,95.68,18.12
Verneuil-sur-Seine,117.94,96.63,18.07
Paris,116.8,95.76,18.02
Bègles,116.8,95.76,18.02
Clermont,116.8,95.76,18.02
Poitiers,116.8,95.76,18.02
Le Perreux-Sur-Marne,112.83,92.52,18.0
Villenave-d’Ornon,112.83,92.52,18.0
Villiers-le-Bel,116.91,95.87,18.0
Eysines,112.83,92.52,18.0
Périgueux,116.91,95.87,18.0
Cachan,116.91,95.87,18.0
Leuville-sur-Orge,116.91,95.87,18.0
L’Haÿ-les-Roses,112.83,92.52,18.0
Montereau-faut-Yonne,112.83,92.52,18.0
Luisant,116.84,95.81,18.0
Carnoux-en-Provence,116.84,95.81,18.0
Fontenay-aux-Roses,112.83,92.52,18.0
Vaucresson,112.83,92.52,18.0
Orsay,113.35,93.0,17.95
Hagondange,113.35,93.0,17.95
Chatou,113.35,93.0,17.95
Pierre-Bénite,116.77,95.81,17.95
Le Port-Marly,113.35,93.0,17.95
Saint-Michel-sur-Orge,116.77,95.81,17.95
Soissons,116.77,95.81,17.95
Saint-Ouen,113.35,93.0,17.95
Arras,116.77,95.81,17.95
La Valette-du-Var,116.77,95.81,17.95
Beuvrages,113.35,93.0,17.95
Saint-Mandé,113.35,93.0,17.95
Longjumeau,116.77,95.81,17.95
Lons-le-Saunier,113.35,93.0,17.95
Le Raincy,116.38,95.52,17.92
Vichy,116.38,95.52,17.92
Castelnau-le-Lez,116.38,95.52,17.92
Wattignies,116.38,95.52,17.92
Wasquehal,116.38,95.52,17.92
Corbeil-Essonnes,116.38,95.52,17.92
Bussy-Saint-Georges,114.84,94.28,17.91
Loison-sous-Lens,114.84,94.28,17.91
Ermont,114.84,94.28,17.91
Issy-les-Moulineaux,114.84,94.28,17.91
Châtenay-Malabry,114.84,94.28,17.91
Saint-Genis-Pouilly,116.18,95.39,17.89
La Montagne,116.18,95.39,17.89
Le Plessis-Robinson,117.78,96.71,17.89
Sèvres,116.18,95.39,17.89
Limay,117.78,96.71,17.89
Gradignan,116.18,95.39,17.89
Belfort,116.18,95.39,17.89
La Garde,116.18,95.39,17.89
Conflans-Sainte-Honorine,116.18,95.39,17.89
Flers-lez-Lille,116.18,95.39,17.89
Douai,116.18,95.39,17.89
Oberhausbergen,116.31,95.52,17.87
Pont-à-Vendin,116.31,95.52,17.87
Ris-Orangis,116.31,95.52,17.87
Le Havre,117.78,96.73,17.87
Yerres,117.78,96.73,17.87
La Seyne-sur-Mer,116.31,95.52,17.87
Agen,116.31,95.52,17.87
Drancy,116.31,95.52,17.87
Chambéry,117.78,96.73,17.87
Sotteville-lès-Rouen,116.31,95.52,17.87
Darnétal,116.31,95.52,17.87
Boissy-Saint-Léger,115.92,95.31,17.79
Schiltigheim,115.92,95.31,17.79
Aix-les-Bains,115.92,95.31,17.79
Neuilly-sur-Seine,115.92,95.31,17.79
Rillieux-la-Pape,115.92,95.31,17.79
Noisy-le-Sec,118.35,97.39,17.71
Bagneux,114.62,94.38,17.66
Le Portel,114.62,94.38,17.66
Harfleur,114.62,94.38,17.66
Montmagny,114.62,94.38,17.66
Armentières,114.62,94.38,17.66
Puteaux,114.62,94.38,17.66
Vaires-sur-Marne,114.62,94.38,17.66
Arcachon,114.62,94.38,17.66
Dinan,114.62,94.38,17.66
Fougères,114.62,94.38,17.66
Coudekerque-Branche,114.62,94.38,17.66
Hem,114.62,94.38,17.66
Hérouville-Saint-Clair,112.86,93.05,17.55
Villecresnes,112.86,93.05,17.55
Le Crès,114.47,94.38,17.55
Le Mesnil-le-Roi,114.47,94.38,17.55
Bonneuil-sur-Marne,112.86,93.05,17.55
Orly,112.86,93.05,17.55
Rouelles,114.47,94.38,17.55
Vigneux-sur-Seine,112.86,93.05,17.55
Sathonay-Camp,112.86,93.05,17.55
Tours,112.86,93.05,17.55
Saint-Priest,112.86,93.05,17.55
Bergues,114.4,94.38,17.5
Montesson,114.4,94.38,17.5
La Madeleine,114.4,94.38,17.5
Magny-le-Hongre,114.4,94.38,17.5
Meythet,114.4,94.38,17.5
Valenton,114.4,94.38,17.5
Angers,114.4,94.38,17.5
Bully-les-Mines,113.28,93.75,17.24
Gentilly,113.28,93.75,17.24
Cappelle-la-Grande,113.28,93.75,17.24
Saint-Étienne-du-Rouvray,113.28,93.75,17.24
Saint-André-les-Vergers,113.28,93.75,17.24
Cannes,113.28,93.75,17.24
Saint-André-de-la-Roche,116.41,96.57,17.04
Ostwald,116.41,96.57,17.04
Torcy,116.41,96.57,17.04
Fouquières-lès-Lens,116.41,96.57,17.04
Villejuif,116.41,96.57,17.04
Bonsecours,116.41,96.57,17.04
Neuville-lès-Dieppe,116.41,96.57,17.04
Le Pontet,116.41,96.57,17.04
Nanterre,112.63,93.47,17.01
Argenteuil,112.63,93.47,17.01
Saint-André,112.63,93.47,17.01
Rezé,112.63,93.47,17.01
Vandœuvre-lès-Nancy,112.63,93.47,17.01
Toulouse,112.63,93.47,17.01
Savigny-le-Temple,112.63,93.47,17.01
Sannois,113.47,94.29,16.9
Pantin,113.47,94.29,16.9
Quincy-sous-Sénart,113.47,94.29,16.9
Ville-la-Grand,113.47,94.29,16.9
Igny,113.47,94.29,16.9
Limoges,113.47,94.29,16.9
Paimbœuf,112.82,93.77,16.88
Athis-Mons,112.82,93.77,16.88
Firminy,112.82,93.77,16.88
Fâches-Thumesnil,112.82,93.77,16.88
Montaigu,112.82,93.77,16.88
Saint-Denis,112.82,93.77,16.88
Beaumont-sur-Oise,112.82,93.77,16.88
Pérols,112.82,93.77,16.88
Caudebec-lès-Elbeuf,112.82,93.77,16.88
Montgeron,112.82,93.77,16.88
Mareil-Marly,112.82,93.77,16.88
Chennevières-sur-Marne,112.82,93.77,16.88
Coulaines,112.69,93.75,16.8
Lorient,112.69,93.75,16.8
Esbly,112.69,93.75,16.8
Pessac,117.95,98.19,16.75
Villepinte,112.22,93.45,16.73
Décines-Charpieu,112.22,93.45,16.73
Nantes,112.22,93.45,16.73
Meyzieu,112.22,93.45,16.73
Le Chesnay,112.22,93.45,16.73
Waziers,112.22,93.45,16.73
Billy-Montigny,112.22,93.45,16.73
Le Bouscat,112.22,93.45,16.73
Orléans,112.22,93.45,16.73
Beaumont,112.22,93.45,16.73
La Verrière,112.83,93.99,16.69
Carrières-sous-Poissy,112.83,93.99,16.69
Meylan,112.83,93.99,16.69
Gagny,112.83,93.99,16.69
Alfortville,112.83,93.99,16.69
Livry-Gargan,112.83,93.99,16.69
Boucau,112.83,93.99,16.69
La Frette-sur-Seine,112.83,93.99,16.69
Marseille,112.83,93.99,16.69
Saint-Priest-en-Jarez,112.83,93.99,16.69
Vanves,112.73,93.99,16.62
Gennevilliers,112.73,93.99,16.62
Créteil,112.73,93.99,16.62
Rosendaël,112.73,93.99,16.62
Clichy,112.73,93.99,16.62
Groslay,112.73,93.99,16.62
Mantes-la-Jolie,112.73,93.99,16.62
Marcq-en-Baroeul,112.87,94.17,16.57
L’Union,112.87,94.17,16.57
Angoulême,112.87,94.17,16.57
Jœuf,112.87,94.17,16.57
Essey-lès-Nancy,116.41,97.29,16.43
Aix-en-Provence,116.41,97.29,16.43
Fleury-les-Aubrais,116.41,97.29,16.43
Le Mée-sur-Seine,116.41,97.29,16.43
Chamalières,116.41,97.29,16.43
Maxéville,116.41,97.29,16.43
Persan,116.41,97.29,16.43
Eybens,116.41,97.29,16.43
Saint-Germain-lès-Corbeil,116.41,97.29,16.43
La Bassée,116.41,97.29,16.43
Les Noës-près-Troyes,112.86,94.43,16.33
Saint-Maurice,112.86,94.43,16.33
Oullins,112.86,94.43,16.33
Floirac,112.86,94.43,16.33
Le Pré-Saint-Gervais,112.86,94.43,16.33
Caen,112.86,94.43,16.33
Le Plessis-Bouchard,112.86,94.43,16.33
Lucé,112.86,94.43,16.33
Vallauris,112.86,94.43,16.33
Craponne,112.86,94.43,16.33
Liévin,112.86,94.43,16.33
Brest,111.47,93.43,16.18
Saint-Genis-Laval,111.47,93.43,16.18
Villiers-sur-Marne,111.47,93.43,16.18
Ascq,111.47,93.43,16.18
Nogent-sur-Marne,111.47,93.43,16.18
Saint-Laurent-du-Var,111.47,93.43,16.18
Saint-Julien-en-Genevois,111.47,93.43,16.18
Saint-Jean-de-Braye,111.47,93.43,16.18
La Rochelle,111.47,93.43,16.18
Saint-Martin-d’Hères,111.47,93.43,16.18
Marly-le-Roi,111.47,93.43,16.18
Châteauroux,116.88,98.06,16.1
Vitry-le-François,116.88,98.06,16.1
Villefontaine,116.88,98.06,16.1
Tinqueux,116.88,98.06,16.1
Vénissieux,112.7,94.63,16.03
Boussy-Saint-Antoine,112.7,94.63,16.03
Saint-Nazaire,112.7,94.63,16.03
Grand-Fort-Philippe,112.7,94.63,16.03
Sainte-Adresse,112.7,94.63,16.03
Beauvais,112.7,94.63,16.03
Biarritz,112.7,94.63,16.03
Clichy-sous-Bois,112.7,94.63,16.03
Domont,112.7,94.63,16.03
Palavas-les-Flots,112.7,94.63,16.03
Montpellier,112.7,94.63,16.03
Annecy,112.7,94.63,16.03
Lille,112.45,94.49,15.97
Cambrai,112.45,94.49,15.97
Carbon-Blanc,112.45,94.49,15.97
Saint-Jean-de-la-Ruelle,112.45,94.49,15.97
Tarbes,112.45,94.49,15.97
Saint-Maur-des-Fossés,112.45,94.49,15.97
Saint-Fons,112.45,94.49,15.97
Eaubonne,112.45,94.49,15.97
Saint-Ouen-l’Aumône,112.45,94.49,15.97
Courbevoic,112.45,94.49,15.97
Ivry-sur-Seine,112.45,94.49,15.97
Sallaumines,112.45,94.49,15.97
Saint-Brieuc,112.45,94.49,15.97
Avon,116.91,98.26,15.96
Billère,116.91,98.26,15.96
Wingles,116.91,98.26,15.96
Fontenay-le-Fleury,116.91,98.26,15.96
Fleury-Mérogis,116.91,98.26,15.96
Villemoisson-sur-Orge,111.92,94.09,15.92
Vaujours,111.92,94.09,15.92
Verrières-le-Buisson,111.92,94.09,15.92
Auchel,111.92,94.09,15.92
Montfermeil,111.92,94.09,15.92
Lisieux,111.92,94.09,15.92
Aniche,111.92,94.09,15.92
Ramonville-Saint-Agne,111.92,94.09,15.92
Mandres-les-Roses,111.92,94.09,15.92
Bondoufle,111.92,94.09,15.92
Chaville,116.18,97.72,15.89
Lormont,116.18,97.72,15.89
Meudon,116.18,97.72,15.89
Le Bourget,116.18,97.72,15.89
Villemomble,116.18,97.72,15.89
Maubeuge,116.18,97.72,15.89
Les Lilas,112.85,95.02,15.81
Nevers,112.85,95.02,15.81
Déville-lès-Rouen,112.85,95.02,15.81
Bruay-sur-l’Escaut,112.85,95.02,15.81
Hœnheim,112.85,95.02,15.81
Saint-Mammès,112.85,95.02,15.81
Achères,112.85,95.02,15.81
Heillecourt,112.85,95.02,15.81
Montbéliard,112.85,95.02,15.81
Bron,112.85,95.02,15.81
Beausoleil,112.85,95.02,15.81
Antibes,112.28,94.6,15.74
Valence,112.28,94.6,15.74
Lens,112.28,94.6,15.74
Bezons,112.28,94.6,15.74
Nilvange,112.28,94.6,15.74
Toulon,112.28,94.6,15.74
Longueau,112.28,94.6,15.74
Cergy,112.28,94.6,15.74
Gournay-sur-Marne,112.28,94.6,15.74
Lomme,112.28,94.6,15.74
Montargis,112.28,94.6,15.74
Saint-Herblain,112.28,94.6,15.74
Vauréal,112.28,94.6,15.74
Saint-Étienne,114.71,96.79,15.62
Courtry,114.71,96.79,15.62
Bassens,114.47,96.79,15.45
Arpajon,114.47,96.79,15.45
Dammarie-lè-Lys,114.47,96.79,15.45
Bayonne,114.47,96.79,15.45
Cap-d’Ail,112.13,95.86,14.51
Valras-Plage,112.13,95.86,14.51
Voisins-le-Bretonneux,112.13,95.86,14.51
Laval,112.13,95.86,14.51
Longwy,112.13,95.86,14.51
Croissy-sur-Seine,112.13,95.86,14.51
Lambersart,112.13,95.86,14.51
Cagnes-sur-Mer,112.13,95.86,14.51
Antony,112.13,95.86,14.51
Saintry-sur-Seine,112.13,95.86,14.51
